country,p0p1,p1p2,p2p3,p3p4,p4p5,p5p6,p6p7,p7p8,p8p9,p9p10,p10p11,p11p12,p12p13,p13p14,p14p15,p15p16,p16p17,p17p18,p18p19,p19p20,p20p21,p21p22,p22p23,p23p24,p24p25,p25p26,p26p27,p27p28,p28p29,p29p30,p30p31,p31p32,p32p33,p33p34,p34p35,p35p36,p36p37,p37p38,p38p39,p39p40,p40p41,p41p42,p42p43,p43p44,p44p45,p45p46,p46p47,p47p48,p48p49,p49p50,p50p51,p51p52,p52p53,p53p54,p54p55,p55p56,p56p57,p57p58,p58p59,p59p60,p60p61,p61p62,p62p63,p63p64,p64p65,p65p66,p66p67,p67p68,p68p69,p69p70,p70p71,p71p72,p72p73,p73p74,p74p75,p75p76,p76p77,p77p78,p78p79,p79p80,p80p81,p81p82,p82p83,p83p84,p84p85,p85p86,p86p87,p87p88,p88p89,p89p90,p90p91,p91p92,p92p93,p93p94,p94p95,p95p96,p96p97,p97p98,p98p99,p99p100
BR (BRL),-150165.841,-47816.342,-15468.215,-8209.443,-5036.331,-3441.140,-2458.639,-1788.053,-1286.032,-879.685,-524.091,-241.480,16.971,270.141,427.981,552.889,711.189,832.376,909.241,979.216,1053.210,1142.821,1246.280,1340.529,1431.609,1563.476,1738.655,1899.756,2052.475,2213.577,2384.301,2598.727,2812.396,3003.858,3205.493,3406.255,3614.252,3830.080,4100.220,4380.465,4587.268,4795.126,5044.782,5306.793,5565.014,5855.089,6148.929,6428.738,6742.191,7050.408,7374.471,7711.854,8055.713,8444.653,8842.251,9230.938,9617.191,10062.970,10537.754,11045.631,11616.915,12159.998,12709.235,13356.374,14027.649,14707.306,15461.738,16229.422,17064.990,18016.281,19015.982,20094.271,21271.080,22545.354,23885.608,25246.530,26813.680,28587.357,30458.154,32472.094,34630.554,37118.405,39903.450,43049.716,46556.261,50759.365,55493.542,60544.983,66339.880,72845.345,80462.215,89523.853,100176.938,113067.071,128728.883,148903.509,177976.720,223188.800,317884.524,469419.463
BS (BSD),-134530.483,-44793.402,-17624.892,-10613.837,-6944.381,-4643.683,-3004.988,-1805.834,-878.109,-115.317,514.905,1008.343,1441.139,1817.313,2137.127,2450.260,2761.318,3082.298,3375.844,3683.984,4031.037,4461.433,4939.434,5393.049,5856.717,6392.053,6996.592,7579.273,8169.738,8826.033,9491.409,10167.745,10898.043,11646.955,12403.910,13200.946,14009.528,14787.950,15621.501,16473.991,17266.228,18099.910,18988.071,19893.031,20826.982,21815.025,22841.982,23834.240,24821.764,25842.106,26904.670,28020.028,29154.454,30341.740,31534.603,32719.100,33936.220,35247.837,36654.601,38102.485,39649.407,41247.566,42863.301,44569.773,46350.636,48230.083,50238.208,52291.215,54504.160,56913.560,59375.234,61957.480,64763.809,67776.839,70935.994,74202.553,77754.292,81664.888,85811.307,90177.270,94754.149,99822.521,105456.776,111581.096,118232.126,125844.218,134237.780,143391.410,153903.030,165701.364,179623.982,196386.849,216226.827,240435.166,270968.690,310674.199,366176.066,450472.945,611057.812,853218.454
BT (BTN),-57913.010,-20042.988,-9155.662,-6094.681,-4242.897,-2914.005,-1917.902,-1159.001,-577.071,-107.954,289.063,603.430,867.981,1098.292,1318.189,1534.434,1740.948,1953.016,2158.331,2386.496,2635.995,2928.473,3257.740,3583.828,3923.057,4299.146,4708.326,5134.792,5580.287,6058.730,6556.601,7053.486,7575.466,8120.995,8673.768,9253.955,9840.203,10411.931,10981.824,11544.596,12107.968,12705.750,13322.540,13946.239,14604.444,15293.455,16008.176,16707.970,17393.670,18098.078,18820.988,19577.195,20351.044,21146.798,21943.253,22738.566,23564.782,24446.351,25379.966,26327.682,27326.340,28377.222,29446.376,30551.761,31697.901,32900.449,34158.533,35440.258,36802.384,38255.090,39742.144,41292.267,42962.893,44756.812,46635.383,48596.267,50673.997,52911.586,55275.417,57747.989,60356.193,63179.287,66290.547,69644.668,73254.498,77190.478,81508.721,86321.411,91780.457,97966.348,105155.390,113701.676,123905.366,136373.322,152253.022,172901.166,201580.523,245285.859,326317.688,447543.772
BW (BWP),-104644.357,-33318.657,-10774.392,-5717.016,-3507.053,-2396.608,-1712.907,-1246.312,-897.085,-614.446,-367.027,-170.420,9.422,185.691,295.497,382.287,492.391,576.573,629.821,678.266,729.469,791.450,863.038,928.236,991.229,1082.569,1204.015,1315.762,1421.673,1533.306,1651.661,1800.489,1948.686,2081.404,2221.224,2360.389,2504.552,2654.242,2841.703,3036.150,3179.497,3323.568,3496.688,3678.392,3857.441,4058.668,4262.456,4456.478,4673.975,4887.773,5112.601,5346.657,5585.182,5855.100,6131.028,6400.751,6668.762,6978.209,7307.718,7660.278,8056.939,8433.906,8815.147,9264.574,9730.731,10202.600,10726.464,11259.544,11839.759,12500.421,13194.832,13943.915,14761.449,15646.733,16577.865,17523.303,18612.191,19844.715,21144.769,22544.334,24044.489,25773.816,27709.758,29897.176,32335.311,35257.829,38549.901,42062.642,46092.260,50616.155,55912.723,62213.516,69620.825,78583.283,89471.285,103496.141,123709.526,155147.546,221017.645,326449.073
BY (BYN),-121382.296,-42269.376,-19739.078,-13305.867,-9306.443,-6417.883,-4283.675,-2657.076,-1409.384,-409.917,455.196,1156.992,1734.534,2241.226,2731.530,3212.367,3673.780,4134.698,4585.938,5095.173,5641.351,6255.696,6948.027,7650.105,8381.075,9184.803,10061.147,10989.340,11958.786,12992.655,14088.827,15197.290,16344.816,17538.611,18748.865,20011.108,21291.365,22548.381,23789.575,25011.413,26241.233,27538.585,28874.716,30229.991,31659.013,33153.093,34704.391,36237.816,37748.779,39290.399,40858.226,42495.208,44184.392,45922.953,47665.258,49410.459,51226.722,53159.610,55194.995,57264.145,59436.074,61716.434,64044.687,66454.104,68947.651,71547.228,74247.676,76996.371,79901.107,82984.064,86152.494,89458.034,93003.393,96806.865,100783.756,104935.266,109327.653,113997.651,118898.285,124052.229,129511.473,135367.849,141773.229,148669.689,156093.115,164131.451,172961.717,182814.692,193926.095,206555.384,221026.296,238005.801,258316.700,283146.360,314808.410,355958.869,413055.388,500207.420,661250.969,901221.092
BZ (BZD),-40042.126,-13323.073,-5227.382,-3142.184,-2053.586,-1372.991,-888.966,-535.060,-261.297,-36.120,149.877,295.580,423.418,534.615,628.837,721.001,812.719,907.276,993.595,1084.089,1186.048,1312.550,1452.966,1586.202,1722.332,1879.667,2057.594,2228.786,2402.149,2594.991,2790.393,2989.246,3204.016,3424.073,3646.467,3880.604,4118.193,4346.987,4592.256,4843.256,5076.114,5321.048,5582.178,5848.372,6122.915,6413.430,6715.465,7007.205,7297.720,7597.919,7910.529,8238.611,8572.314,8921.823,9272.946,9621.564,9979.755,10365.828,10779.952,11206.319,11662.016,12132.517,12608.194,13110.863,13635.516,14189.109,14780.769,15385.675,16037.832,16748.092,17473.879,18235.396,19063.031,19951.606,20883.314,21846.523,22894.437,24048.483,25272.042,26560.717,27911.724,29408.378,31072.273,32881.315,34846.356,37097.069,39579.249,42285.104,45392.671,48880.356,52995.988,57951.165,63815.343,70970.255,79992.255,91723.728,108125.706,133039.223,180533.343,252181.689
CA (CAD),-278527.898,-96739.044,-44776.769,-30059.635,-21008.612,-14475.984,-9610.886,-5901.231,-3057.335,-774.365,1180.368,2747.842,4050.203,5188.725,6284.437,7359.428,8388.520,9428.656,10442.701,11580.007,12809.820,14219.736,15809.907,17405.954,19067.761,20901.462,22897.636,24999.338,27195.930,29544.456,32012.645,34492.841,37076.185,39769.059,42498.865,45354.414,48245.578,51076.404,53879.366,56639.417,59414.059,62349.806,65374.109,68436.965,71669.944,75051.413,78560.700,82014.159,85406.722,88878.673,92422.360,96124.213,99929.517,103843.592,107762.936,111682.736,115758.625,120102.312,124687.807,129343.722,134239.115,139386.044,144632.674,150058.952,155678.149,161551.314,167670.086,173898.592,180496.017,187512.617,194710.333,202216.629,210284.967,218945.743,228009.077,237472.943,247488.768,258199.470,269473.936,281299.044,293805.198,307277.117,322067.102,338000.167,355145.518,373749.166,394170.558,416954.915,442712.305,471953.398,505678.664,545496.864,593099.038,651274.874,725420.302,821789.566,955584.428,1159740.642,1537574.766,2102164.367
CD (CDF),-10927.747,-3571.799,-1301.097,-745.336,-473.752,-316.491,-209.611,-133.398,-74.575,-26.208,14.073,45.907,74.145,99.221,118.647,137.011,156.289,175.092,191.366,207.955,226.540,249.683,275.425,299.619,324.039,353.259,387.432,419.299,450.873,486.297,522.159,560.064,600.830,641.473,682.655,725.689,769.695,812.334,859.893,909.188,952.584,997.679,1046.973,1097.679,1149.284,1204.371,1261.609,1316.735,1372.808,1430.393,1490.382,1553.239,1617.265,1685.446,1754.197,1822.262,1891.574,1967.173,2048.476,2132.939,2224.085,2316.501,2409.861,2510.743,2616.058,2726.453,2845.570,2967.207,3098.842,3243.946,3392.822,3550.049,3721.203,3905.166,4098.228,4296.722,4516.316,4759.786,5017.285,5290.533,5577.946,5899.949,6258.644,6651.775,7081.621,7583.808,8140.444,8741.022,9431.868,10205.690,11118.002,12214.893,13509.342,15085.869,17056.515,19613.476,23212.950,28701.047,39406.401,55776.011
CF (XAF),-5861.739,-1973.191,-810.748,-502.109,-334.179,-224.386,-144.467,-85.207,-39.417,-1.852,29.192,53.410,74.516,92.771,108.933,124.891,140.438,156.726,171.910,188.071,206.248,228.657,253.578,277.377,301.836,329.703,360.730,391.204,422.410,456.830,491.832,526.952,564.789,603.988,643.608,685.393,727.657,768.355,811.083,854.416,895.654,939.263,985.227,1031.881,1080.356,1131.467,1184.560,1235.956,1286.705,1339.199,1393.809,1451.151,1509.449,1570.045,1630.832,1691.272,1753.614,1820.523,1892.127,1965.502,2043.582,2124.856,2207.096,2293.192,2382.961,2477.839,2578.727,2681.875,2792.774,2912.822,3035.355,3163.538,3302.672,3452.031,3608.577,3770.899,3945.950,4137.965,4341.738,4555.528,4779.561,5026.251,5300.152,5596.950,5918.296,6281.665,6681.478,7120.182,7623.091,8188.539,8855.334,9657.805,10609.318,11771.108,13241.769,15155.505,17823.410,21872.571,29510.617,40973.355
CG (XAF),-84551.128,-27120.168,-9079.580,-4923.739,-3044.623,-2057.529,-1429.538,-995.703,-665.907,-396.894,-166.633,16.907,182.668,338.258,442.624,532.173,637.373,726.794,793.253,857.189,926.923,1012.928,1110.034,1199.902,1288.450,1404.588,1550.366,1682.654,1809.402,1949.505,2093.581,2260.814,2434.854,2598.162,2766.183,2937.548,3114.920,3292.285,3504.223,3725.680,3901.724,4080.561,4286.691,4501.938,4716.454,4951.083,5192.637,5423.908,5671.590,5920.645,6180.683,6451.995,6728.816,7034.005,7344.116,7649.129,7954.850,8298.442,8667.166,9056.750,9486.577,9906.444,10330.757,10812.067,11313.107,11828.611,12394.256,12970.342,13596.349,14300.539,15032.003,15814.289,16667.266,17587.554,18554.842,19541.129,20661.335,21918.045,23243.133,24664.085,26174.034,27896.453,29820.896,31966.870,34340.688,37172.086,40340.529,43724.754,47614.903,51972.935,57090.370,63208.432,70407.366,79141.697,89875.976,103741.778,123532.836,154034.834,216138.568,313740.274
CH (CHF),-117.354,-58.016,-49.955,-33.568,-22.533,-19.956,-18.370,-16.784,-15.925,-12.158,-6.674,4.229,53.259,376.578,1034.847,1808.091,2589.066,3382.266,4240.619,5355.420,6620.482,8020.608,9466.856,10843.921,12780.203,14879.896,16969.347,19544.009,22340.428,24931.543,27508.913,30917.611,35245.981,39968.176,44670.349,48790.838,52682.632,57002.875,61841.367,67017.583,72327.542,77247.971,82093.070,87326.643,92582.814,98215.100,104253.436,110877.354,117913.996,124360.099,130485.855,136764.186,143409.051,151668.267,159290.227,165463.824,172545.795,179676.135,186633.086,194772.305,203683.710,212976.847,223593.130,235256.549,246779.686,259335.092,271594.469,281295.704,292592.457,307088.374,320210.399,333452.091,348489.847,363429.280,379562.741,397762.328,417564.702,437091.662,457352.353,479004.380,502385.933,529564.522,561963.997,595592.786,627474.805,661770.981,697290.591,733888.197,777245.115,833401.333,894367.100,960188.210,1040421.583,1135440.162,1261333.665,1421912.346,1644646.132,1984049.270,2600576.081,3695718.535
CI (XOF),-40009.517,-12987.985,-4591.370,-2579.267,-1622.259,-1086.175,-729.573,-478.071,-284.577,-125.732,7.451,113.115,207.336,292.224,355.070,413.060,475.879,534.974,584.309,633.837,689.013,757.660,834.221,905.874,977.724,1065.610,1170.380,1266.903,1361.504,1467.681,1575.384,1691.990,1816.626,1938.882,2063.099,2192.178,2324.705,2453.949,2601.032,2754.143,2885.143,3020.361,3170.289,3325.254,3481.942,3650.154,3824.703,3992.547,4165.540,4342.352,4526.574,4719.366,4915.891,5127.170,5340.658,5551.658,5765.520,6000.548,6253.381,6517.300,6803.739,7091.194,7381.568,7699.455,8031.162,8377.251,8752.494,9135.374,9550.332,10010.536,10484.106,10986.043,11532.753,12120.892,12738.419,13371.656,14077.974,14863.716,15693.748,16577.656,17509.751,18559.797,19730.565,21019.785,22434.241,24099.667,25950.735,27939.951,30228.520,32791.015,35809.048,39432.747,43704.489,48901.600,55366.596,63744.381,75583.889,93684.772,129434.212,184528.102
CL (CLP),-268465.138,-85670.614,-27999.711,-14954.466,-9192.621,-6256.777,-4430.231,-3179.382,-2237.701,-1473.413,-809.678,-281.189,200.035,664.471,960.643,1201.805,1499.801,1736.317,1895.689,2043.918,2202.546,2396.104,2617.528,2820.519,3018.077,3293.257,3651.453,3978.039,4288.189,4622.206,4971.686,5398.452,5831.056,6224.935,6635.779,7048.457,7476.392,7914.208,8453.582,9015.313,9440.656,9869.321,10376.828,10908.973,11435.237,12020.314,12617.012,13186.360,13813.835,14436.087,15088.266,15767.635,16460.495,17237.305,18029.694,18806.109,19579.635,20463.796,21408.577,22414.874,23538.783,24617.289,25707.757,26975.495,28292.246,29633.130,31115.654,32624.446,34265.846,36127.347,38075.227,40170.203,42455.841,44927.513,47526.679,50169.246,53199.372,56618.091,60222.573,64099.068,68241.152,72999.394,78322.450,84308.698,90963.540,98933.295,107890.008,117445.106,128415.259,140719.735,155140.374,172326.352,192535.001,217010.164,246862.960,285352.168,340637.448,426337.464,604125.107,886908.194
CM (XAF),-16648.351,-5702.150,-2503.541,-1620.374,-1108.795,-753.204,-487.604,-286.981,-132.624,-6.973,97.686,179.405,249.600,310.332,366.884,422.830,476.347,532.535,586.104,644.443,709.413,788.022,875.918,961.125,1049.378,1148.266,1256.490,1366.349,1480.401,1604.363,1731.573,1857.920,1992.657,2133.582,2276.182,2426.487,2578.128,2724.880,2874.332,3023.608,3170.358,3326.270,3488.331,3652.164,3824.133,4004.654,4191.937,4374.040,4552.482,4736.768,4927.595,5127.758,5331.515,5541.589,5751.953,5961.550,6178.767,6410.958,6658.232,6910.033,7176.514,7456.285,7740.027,8034.204,8340.141,8663.035,9003.580,9351.328,9723.188,10122.283,10529.758,10954.726,11414.634,11908.434,12425.790,12964.483,13538.766,14163.828,14826.885,15519.742,16247.246,17041.153,17920.179,18869.415,19893.008,21026.560,22270.754,23649.451,25222.706,26998.366,29082.852,31582.248,34556.417,38190.020,42809.033,48820.505,57177.661,69875.537,93546.357,128947.519
CN (CNY),-45842.097,-16490.552,-5358.170,163.500,1004.861,1407.343,1798.550,2215.758,3039.559,3461.759,3882.368,4719.508,5970.627,6804.349,6810.932,6816.444,6824.286,6832.255,6840.933,7245.589,8069.201,8919.175,9767.764,10603.565,11020.852,11030.364,11438.847,11850.684,12270.789,13090.543,13509.939,13927.289,14742.491,15161.053,15579.127,16395.589,16813.458,17229.957,18049.757,18471.075,18881.354,19291.616,19710.856,20540.058,21375.796,22211.393,23046.265,23869.215,24285.241,24702.748,25520.958,25940.292,26774.865,27609.485,28026.425,28851.753,30110.841,31369.424,32202.973,33037.026,34298.004,35558.367,36817.077,38075.708,38909.430,40171.683,41437.558,42704.552,44400.029,46098.356,47369.507,48640.437,50339.489,52463.890,55014.004,57137.980,59264.822,61826.762,64819.076,68233.825,70794.726,73364.682,76792.519,80648.445,85357.228,90934.727,95665.794,101246.190,109395.046,117118.852,129563.724,153983.725,187810.410,228097.356,276998.335,337127.132,413244.374,515215.007,668701.365,845644.596
CO (COP),-174265.308,-55384.671,-17754.421,-9371.520,-5741.216,-3938.367,-2838.109,-2089.142,-1531.760,-1081.902,-685.137,-370.740,-81.897,205.383,380.892,515.722,690.881,820.161,896.617,964.513,1035.326,1120.270,1219.475,1309.118,1395.115,1525.472,1702.472,1867.642,2024.320,2185.155,2358.390,2582.476,2801.299,2994.282,3199.969,3402.837,3612.390,3833.370,4114.355,4404.209,4612.593,4821.817,5076.775,5344.245,5607.093,5905.964,6206.177,6491.346,6816.497,7133.166,7467.609,7815.648,8169.960,8574.386,8988.672,9392.642,9793.316,10260.561,10756.072,11288.567,11892.115,12460.494,13035.433,13722.371,14433.898,15149.945,15947.973,16760.123,17644.417,18654.789,19721.598,20875.543,22135.397,23501.489,24938.480,26396.090,28080.847,29993.958,32013.399,34188.572,36527.121,39231.207,42260.309,45698.438,49539.986,54144.712,59343.095,64894.394,71256.877,78407.210,86771.125,96703.162,108377.963,122490.931,139572.970,161558.908,193345.941,242945.724,347830.409,516677.483
CR (CRC),-118211.046,-39615.774,-15995.919,-9795.151,-6473.970,-4338.490,-2797.020,-1659.937,-780.749,-58.682,537.762,1003.624,1410.728,1763.349,2070.742,2373.436,2670.440,2980.078,3266.710,3570.079,3911.604,4333.829,4803.020,5249.898,5708.192,6232.960,6820.404,7392.914,7976.838,8622.996,9279.111,9940.534,10654.007,11390.417,12134.666,12919.206,13713.609,14478.316,15287.456,16110.923,16887.415,17707.048,18574.477,19456.211,20369.904,21334.501,22336.780,23306.265,24266.295,25259.085,26292.426,27377.389,28480.542,29630.204,30784.139,31930.888,33112.018,34381.537,35741.469,37137.395,38625.129,40169.326,41731.305,43371.889,45083.176,46891.107,48817.302,50786.687,52906.377,55206.141,57554.209,60013.095,62683.469,65550.170,68555.242,71667.705,75035.067,78734.488,82659.330,86782.809,91103.949,95872.806,101170.402,106917.508,113147.240,120226.560,128022.229,136554.961,146344.106,157342.300,170317.052,185936.484,204442.817,227033.389,255590.937,292743.715,344589.362,423290.511,572302.227,796313.186
CU (CUP),-51697.979,-17831.601,-8040.986,-5303.456,-3672.337,-2512.396,-1641.876,-980.094,-472.132,-61.077,284.216,555.679,786.192,986.340,1175.904,1362.866,1541.238,1726.378,1904.577,2101.168,2317.800,2575.468,2864.803,3148.672,3443.559,3771.848,4129.286,4498.351,4883.292,5298.424,5727.784,6154.715,6606.199,7078.591,7556.969,8060.159,8568.035,9061.769,9557.585,10049.064,10538.287,11058.048,11595.507,12138.693,12711.116,13310.867,13932.915,14540.040,15134.499,15746.657,16377.380,17038.035,17712.310,18405.932,19100.249,19792.830,20511.785,21279.411,22094.320,22922.068,23795.885,24715.075,25649.014,26615.054,27617.878,28672.930,29780.383,30909.612,32112.845,33399.018,34713.820,36084.407,37564.135,39153.176,40817.696,42553.790,44396.596,46390.619,48501.590,50707.300,53029.265,55550.857,58336.017,61340.239,64575.234,68121.427,72011.697,76340.091,81262.163,86830.835,93333.619,101096.029,110352.134,121661.690,136057.280,154783.519,180799.863,220397.321,293934.641,403934.975
CV (CVE),-29632.954,-10054.360,-4259.218,-2691.038,-1813.501,-1223.107,-787.620,-461.852,-210.536,-4.932,165.352,298.058,413.083,512.461,602.656,691.939,778.037,868.663,954.066,1045.866,1148.814,1274.919,1415.414,1550.337,1689.508,1846.806,2020.441,2193.432,2371.754,2567.221,2766.640,2965.482,3178.963,3401.332,3626.169,3863.356,4102.882,4333.882,4573.124,4814.171,5047.104,5294.078,5552.665,5814.555,6087.947,6375.608,6674.246,6963.817,7248.547,7543.025,7848.939,8170.097,8496.659,8834.702,9173.513,9510.690,9859.286,10232.613,10631.370,11038.799,11471.264,11923.391,12381.278,12858.238,13355.073,13880.205,14436.665,15005.416,15615.599,16273.544,16944.988,17646.276,18406.630,19222.890,20078.260,20966.883,21920.018,22962.366,24068.771,25227.040,26441.326,27773.145,29250.336,30848.215,32574.910,34509.783,36636.022,38979.469,41661.323,44681.253,48237.828,52513.638,57591.035,63792.586,71659.498,81898.881,96152.324,117787.611,158359.421,219111.684
